MES ;ANO;DESTINO;DESTINAÄ«O;RES÷DUO;CLASSE;CLASSE_12;MASSA(t);VIAGENS;Volume (m3);ORIGEM;NOTAS;
Jun;2021;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;57562,01;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;REJEITO;RDO;RCCV;-1285,76;;;;;
Jun;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;1285,76;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS S‡LIDOS URBANOS TRIADOS;RSU;RCCV;-273,59;;;;;
Jun;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;273,59;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - MADEIRA;RSU;RCCV;-231,47;;;;;
Jun;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - MADEIRA;RDO;RCCV;231,47;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PMPV;RSU;RCCV;-25,52;;;;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;7;;;CTR Maca£bas;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;METAL;RDO;RSU;2,72;;;CTR Maca£bas;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;9,25;;;CTR Maca£bas;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;6,55;;;CTR Maca£bas;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PNEUS;RSU;RCCV;-10,08;;;;;
Jun;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - PNEUS;RDO;RCCV;10,08;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS ELETR‚NICOS;Outros;RCCV;0;;;;;
Jun;2021;Ecosust;DESTINAÄ«O RES÷DUOS PERIGOSO;RES÷DUOS ELETR‚NICOS DESTINADOS;Outros;Perigosos;0;;;;;
Jun;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;PODA PBH;RPO ;RCCV;-2773,78;;;;;
Jun;2021;CTR MACAÈBAS;ATERRAGEM;PODA ATERRADA;RPO ;RPO;2773,78;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;URPVs e Deposiá‰es Clandestinas;RCC;RCCV;18125,14;;;Mediá∆o;;
Jul;2021;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;58270,47;;;Mediá∆o;;
Jun;2021;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;408;68;240;;;
Jun;2021;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1578;190;1315;;;
Jul;2021;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;744;126;620;;;
Jul;2021;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1629,6;194;1358;;;
Jun;2021;COMPOSTAGEM;COMPOSTAGEM;Res°duo OrgÉnico Coletado;RDO;RSU;129,2;;;;;
Jun;2021;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;45,8;;;;;
Jul;2021;COMPOSTAGEM;COMPOSTAGEM;Res°duo OrgÉnico Coletado;RDO;RSU;103,1;;;;;
Jul;2021;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;42,2;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;REJEITO;RDO;RCCV;-1348,9;;;;;
Jul;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;1348,9;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS S‡LIDOS URBANOS TRIADOS;RSU;RCCV;-322,85;;;;;
Jul;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;322,85;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - MADEIRA;RSU;RCCV;-318,03;;;;;
Jul;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - MADEIRA;RDO;RCCV;318,03;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PMPV;RSU;RCCV;-33,61;;;;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;11,49;;;CTR Maca£bas;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;METAL;RDO;RSU;3,44;;;CTR Maca£bas;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;11,56;;;CTR Maca£bas;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;7,12;;;CTR Maca£bas;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PNEUS;RSU;RCCV;-17,84;;;;;
Jul;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - PNEUS;RDO;RCCV;17,84;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS ELETR‚NICOS;Outros;RCCV;0;;;;;
Jul;2021;Ecosust;DESTINAÄ«O RES÷DUOS PERIGOSO;RES÷DUOS ELETR‚NICOS DESTINADOS;Outros;Perigosos;0;;;;;
Jul;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;PODA PBH;RPO ;RCCV;-2648;;;;;
Jul;2021;CTR MACAÈBAS;ATERRAGEM;PODA ATERRADA;RPO ;RPO;2648;;;;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;Lote 01;;34,84
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LOTE 02;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LOTE 03;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LOTE 04;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LOTE 05;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LOTE 06;;
Jan;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;50,15;;;LEV Vidro;;
Jan;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;4,94;;;LEV;;
Jan;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,88;;;LEV;;
Mar;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;2,5;;;LEV;;
Mar;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,92;;;LEV;;
Mar;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;43,39;;;LEV Vidro;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;Ponto Verde Misto;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;;;;PONTO VERDE VIDRO;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LEV;;
Jun;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;;;;LEV;;
Ago;2021;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;59129,73;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;URPVs e Deposiá‰es Clandestinas;RCC;RCCV;17795,97;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;REJEITO;RDO;RCCV;-1423,52;;;;;
Ago;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;1426,52;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS S‡LIDOS URBANOS TRIADOS;RSU;RCCV;-236,63;;;;;
Ago;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;236,63;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - MADEIRA;RSU;RCCV;-260,48;;;;;
Ago;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - MADEIRA;RDO;RCCV;260,48;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PMPV;RSU;RCCV;-20,32;;;;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;6,07;;;CTR Maca£bas;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;METAL;RDO;RSU;0;;;CTR Maca£bas;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;8,42;;;CTR Maca£bas;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;5,83;;;CTR Maca£bas;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PNEUS;RSU;RCCV;-15,39;;;;;
Ago;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - PNEUS;RDO;RCCV;15,39;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS ELETR‚NICOS;Outros;RCCV;-7,53;;;;;
Ago;2021;Ecosust;DESTINAÄ«O RES÷DUOS PERIGOSO;RES÷DUOS ELETR‚NICOS DESTINADOS;Outros;Perigosos;7,53;;;;;
Ago;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;PODA PBH;RPO ;RCCV;-2479,19;;;;;
Ago;2021;CTR MACAÈBAS;ATERRAGEM;PODA ATERRADA;RPO ;RPO;2479,19;;;;;
Ago;2021;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;342;57;285;;;
Ago;2021;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1804;214;1504;;;
Ago;2021;COMPOSTAGEM;COMPOSTAGEM;Res°duo OrgÉnico Coletado;RDO;RSU;101,2;;;;;
Ago;2021;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;40,8;;;;;
Jul;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,41;;;Ponto Verde Misto;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,1;;;Ponto Verde Misto;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;2,76;;;LEV;;
Jul;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,48;;;LEV;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;72,87;;;PONTO VERDE VIDRO;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,61;;;Ponto Verde Misto;;
Jul;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;43,88;;;LEV Vidro;;
Jul;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,59;;;Lote 01;;
Jul;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;26,34;;;LOTE 05;;
Jul;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;3,66;;;LOTE 06;;
Jul;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,41;;;LOTE 06;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;12,12;;;Lote 01;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;35,13;;;LOTE 02;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,4;;;LOTE 05;;
Jul;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10,31;;;LOTE 06;;
Jul;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;23,97;;;LOTE 02;;
Jul;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,06;;;LOTE 03;;
Jul;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;43,19;;;LOTE 04;;
Jul;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7;;;LOTE 05;;
Jul;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;4,24;;;LOTE 06;;
Jul;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,19;;;Lote 01;;
Jul;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;25,24;;;LOTE 03;;
Jul;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,52;;;LOTE 04;;
Jul;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,21;;;LOTE 06;;
Jul;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;42,74;;;Lote 01;;
Ago;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;20,97;;;PONTO VERDE VIDRO;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;14,42;;;PONTO VERDE VIDRO;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;3,01;;;LEV;;
Ago;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;4,73;;;LEV;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;2,18;;;PONTO VERDE VIDRO;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;86,81;;;Ponto Verde Misto;;
Ago;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;46,22;;;LEV Vidro;;
Ago;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,99;;;Lote 01;;
Ago;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;28,5;;;LOTE 05;;
Ago;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;3,37;;;LOTE 06;;
Ago;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,48;;;LOTE 06;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;13,15;;;Lote 01;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;44,98;;;LOTE 02;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,45;;;LOTE 05;;
Ago;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;13,59;;;LOTE 06;;
Ago;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;24,54;;;LOTE 02;;
Ago;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,71;;;LOTE 03;;
Ago;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;43,66;;;LOTE 04;;
Ago;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10,08;;;LOTE 05;;
Ago;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;3,52;;;LOTE 06;;
Ago;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;11,54;;;Lote 01;;
Ago;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;36,38;;;LOTE 03;;
Ago;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10;;;LOTE 04;;
Ago;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;18,18;;;LOTE 06;;
Ago;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;44,56;;;Lote 01;;
Set;2021;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;59086,42;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;URPVs e Deposiá‰es Clandestinas;RCC;RCCV;16534,86;;;;;
Set;2021;COMPOSTAGEM;COMPOSTAGEM;Res°duo OrgÉnico Coletado;RDO;RSU;112,52;;;;;
Set;2021;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;35,84;;;;;
Set;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;16,71;;;PONTO VERDE VIDRO;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;22,13;;;PONTO VERDE VIDRO;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;4,7;;;LEV;;
Set;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;5,38;;;LEV;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;77,92;;;Ponto Verde Misto;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;MISTO;RDO;RSU;56,11;;;LEV Vidro;;
Set;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,17;;;Lote 01;;
Set;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;28,23;;;LOTE 05;;
Set;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;4,43;;;LOTE 06;;
Set;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,04;;;LOTE 06;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;13,38;;;Lote 01;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;39,63;;;LOTE 02;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;17,9;;;LOTE 05;;
Set;2021;COOMARP PAMPULHA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,7;;;LOTE 06;;
Set;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;26,06;;;LOTE 02;;
Set;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;11,72;;;LOTE 03;;
Set;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;44,34;;;LOTE 04;;
Set;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,13;;;LOTE 05;;
Set;2021;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;3,88;;;LOTE 06;;
Set;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,63;;;Lote 01;;
Set;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;28,82;;;LOTE 03;;
Set;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,75;;;LOTE 04;;
Set;2021;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,51;;;LOTE 06;;
Set;2021;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;40,83;;;Lote 01;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;REJEITO;RDO;RCCV;-1165,22;;;;;
Set;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;1165,22;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS S‡LIDOS URBANOS TRIADOS;RSU;RCCV;-267,5;;;;;
Set;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;267,5;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - MADEIRA;RSU;RCCV;-287,42;;;;;
Set;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - MADEIRA;RDO;RCCV;287,42;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PMPV;RSU;RCCV;-28,99;;;;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;8,7;;;CTR Maca£bas;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;METAL;RDO;RSU;2,99;;;CTR Maca£bas;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;9,04;;;CTR Maca£bas;;
Set;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;8,26;;;CTR Maca£bas;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PNEUS;RSU;RCCV;-19,07;;;;;
Set;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - PNEUS;RDO;RCCV;19,07;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS ELETR‚NICOS;Outros;RCCV;0;;;;;
Set;2021;Ecosust;DESTINAÄ«O RES÷DUOS PERIGOSO;RES÷DUOS ELETR‚NICOS DESTINADOS;Outros;Perigosos;0;;;;;
Set;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;PODA PBH;RPO ;RCCV;-2151,5;;;;;
Set;2021;CTR MACAÈBAS;ATERRAGEM;PODA ATERRADA;RPO ;RPO;2151,5;;;;;
Set;2021;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;648;116;540;;;
Set;2021;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1406;167;1172;;;
Nov;2020;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;42,33;;;Ponto Verde Vidro;;
Out;2021;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;60531,82;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;URPVs e Deposiá‰es Clandestinas;RCC;RCCV;15487,4;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;REJEITO;RDO;RCCV;-1142,26;;;;;
Out;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;1142,26;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS S‡LIDOS URBANOS TRIADOS;RSU;RCCV;-260,47;;;;;
Out;2021;CTR MACAÈBAS;ATERRAGEM;REJEITO TRIAGEM MATERIAIS;RDO;RSU;260,47;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - MADEIRA;RSU;RCCV;-423,97;;;;;
Out;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - MADEIRA;RDO;RCCV;423,97;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PMPV;RSU;RCCV;-24,23;;;;;
Out;2021;REDE SOL;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;7,5;;;CTR Maca£bas;;
Out;2021;REDE SOL;COLETA SELETIVA PMPV;METAL;RDO;RSU;2,25;;;CTR Maca£bas;;
Out;2021;REDE SOL;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;10,78;;;CTR Maca£bas;;
Out;2021;REDE SOL;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;3,7;;;CTR Maca£bas;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUO RECICLµVEL RECUPERADO - PNEUS;RSU;RCCV;-20,61;;;;;
Out;2021;RECUPERAÄ«O ENERGêTICA;RECUPERAÄ«O ENERGêTICA;RES÷DUO RECICLµVEL DESTINADO - PNEUS;RDO;RCCV;20,61;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;RES÷DUOS ELETR‚NICOS;Outros;RCCV;0;;;;;
Out;2021;Ecosust;DESTINAÄ«O RES÷DUOS PERIGOSO;RES÷DUOS ELETR‚NICOS DESTINADOS;Outros;Perigosos;0;;;;;
Out;2021;ATT MACAÈBAS;DISPOSIÄ«O DE INERTES;PODA PBH;RPO ;RCCV;-2700,96;;;;;
Out;2021;CTR MACAÈBAS;ATERRAGEM;PODA ATERRADA;RPO ;RPO;2700,96;;;;;
Out;2021;COMPOSTAGEM;COMPOSTAGEM;Res°duo OrgÉnico Coletado;RDO;RSU;119,6;;;;;
Out;2021;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;39,9;;;;;
Out;2021;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1104;184;920;;;
Out;2021;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1201,2;143;1001;;;
Out;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;5,61;;;Lote 01;;
Out;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;25,35;;;LOTE 05;;
Out;2021;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;2,89;;;LOTE 06;;
Out;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;24,17;;;Ponto Verde Vidro;;
Out;2021;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,77;;;LOTE 06;;
