estado;cidade;local;endereço;bairro;cep;tipo de material;horario_seg_sex;horario_sab_dom;tipo;;;;
SP;São Paulo;Aricanduva 3;AVENIDA RIO DAS PEDRAS, 1768;Jardim Aricanduva;3452100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiaí 13;AV ANTONIO FREDERICO OZANAN, 6000;Vila Rio Branco;13215900;Medicamentos;10:00 - 22:00;12:00 - 20:00;Drogasil;;;;
SP;São Paulo;Jabaquara 3;AVENIDA DO CAFE, 538;Vl Guarani;4311001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taboão da Serra;Taboão da Serra 6;ESTRADA SÃO FRANCISCO, 2131;Parque Taboão;6765000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;Santo André 9;AVENIDA GOIÁS, 1732;Santo Antônio;9521301;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Campo Grande 1;AVENIDA NOSSA SENHORA DO SABARÁ, 2226;JD Cpo Grande;4686002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Cidade Dutra 3;AVENIDA PROFESSOR PAPINI, 317;C Dutra;4805300;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Raposo Tavares 3;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA, 4550;JD Esmeralda;5564100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 8;RUA BERNARDINO DE CAMPOS, 171;Centro;9015010;Medicamentos;07:00 - 20:30;07:00 - 20:30;Drogasil;;;;
SP;Sorocaba;Sorocaba 13;RUA DOUTOR ÁLVARO SOARES, 44;Centro;18010190;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Artur Alvim 2;RUA DOUTOR CAMPOS MOURA, 251;Prq A Alvim;3568010;Medicamentos;07:00 - 23:00;08:00 - 18:00;Drogasil;;;;
SP;São Paulo;Bras 2;AVENIDA RANGEL PESTANA, 1996;Bras;3002000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Jardim Angela 1;ESTRADA DO M BOI MIRIM, 4780;Prq Lago;4948030;Medicamentos;07:00 - 21:00;07:00 - 21:00;Drogasil;;;;
SP;São Paulo;Posto RD 1;AVENIDA CORIFEU DE AZEVEDO MARQUES 3097;Vl Butantã;5339900;Medicamentos;08:00 - 18:00;08:00 - 18:00;Drogasil;;;;
SP;Mairiporã;Mairiporã 1;AVENIDA TABELIAO PASSARELLA, 839;Centro;7600000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Itapevi;Itapevi 2;AVENIDA PRESIDENTE VARGAS, 351;N Itapevi;6694000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba 14;AVENIDA ANTONIO SOARES AGUIAR, 31;JD Golden Park Residence 2;18072771;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mauá;Mauá 3;AVENIDA DOUTOR GETÚLIO VARGAS, 152;Vila Guarani;9310180;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco 10;AVENIDA JOSÉ LOURENÇO, 491;Jaguaribe;6053020;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Swiss Park 1;AVENIDA DERMIVAL BERNARDES SIQUEIRA, 1988;Swiss Park;13049252;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;São Caetano do Sul 10;RUA MARINA, 1250;Sta Maria;9560560;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Perus 1;AVENIDA DOUTOR SYLVIO DE CAMPOS, 282;Vl Perus;5204000;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Paulo;Guaianases 1;RUA OTELO AUGUSTO RIBEIRO, 164;Guianazes;8412000;Medicamentos;07:00 - 22:00;08:00 - 20:00;Drogasil;;;;
SP;São Paulo;Paulista 4;RUA TREZE DE MAIO, 1947;Bela Vista;1327900;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Cerqueira César 3;RUA OSCAR FREIRE, 278;C Cesar;1426000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Pinheiros 5;RUA TEODORO SAMPAIO, 612;Pinheiros;5406001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Moema 6;RUA GAIVOTA, 460;Moema;4522031;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vila Clementino 4;RUA NAPOLEAO DE BARROS, 1248;Vl Clementino;4024003;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Tatuapé 8;RUA EMÍLIA MARENGO, 537;Vl Reg Feijó;3336002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Alto Santana 2;RUA VOLUNTÁRIOS DA PÁTRIA, 3670;Santana;2402400;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Perdizes 5;RUA PIRACUAMA, 196;Perdizes;5017040;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Sé 6;PRAÇA DA SÉ, 174;Sé;1001000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Indaiatuba;Indaiatuba 5;AVENIDA FÁBIO FERRAZ BICUDO, 195;Jd Esplanada;13331501;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 9;PRAÇA PRESIDENTE KENNEDY, 70;Vl Bastos;9041040;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Moema 7;ALAMEDA DOS ARAPANES, 1179;Moema;4524002;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Diadema;Diadema 3;AVENIDA SAO JOSE, 67;Centro;9910380;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santos;St Gonzaga 3;AVENIDA SENADOR PINHEIRO MACHADO, 975;J Menino;11065605;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Hortolândia;Hortolândia 3;RUA SETE DE SETEMBRO, 1199;Prq Ortolândia;13184000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Brasilândia 2;RUA PARAPUÃ, 1567;Itaberaba;2831000;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Campinas;Vila Teixeira 2;RUA POMPÍLIO MORANDI, 280;Vl P Souza;13033710;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Presidente Prudente;Presid Prudente 11;AVENIDA SALIM FARAH MALUF, 2370;Jd Rosas;19026240;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vila Curuça 1;AVENIDA NORDESTINA, 5229;Guianazes;8431410;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Jd Nova Europa 1;AVENIDA BADEN POWELL, 1929;Jd N Europa;13040093;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itaquaquecetuba;Itaquaquecetuba 2;AVENIDA JOÃO BARBOSA DE MORAES, 306;Vl Zeferina;8576070;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco 11;AVENIDA DOLORES LUPIANO MOIOLI, 40;Veloso;6144150;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Posto Bradesco 1;RUA ODETE FABRI NUCLEO CIDADE DE DEUS, 0;Vila Yara;6028080;Medicamentos;07:00 - 20:30;00:00 - 00:00;Drogasil;;;;
SP;Itapecerica da Serra;Itapec da Serra 2;AVENIDA QUINZE DE NOVEMBRO, 605;Centro;6850100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;CP Jardim do Lago 2;RUA JACY TEIXEIRA CAMARGO 940, 940;Jd Lago;13050913;Medicamentos;09:00 - 22:00;12:00 - 20:00;Drogasil;;;;
SP;Piedade;Piedade 1;RUA COMENDADOR PARADA, 166;Centro;18170000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Ribeirão Pires;Ribeirao Pires 2;AVENIDA FRANCISCO MONTEIRO, 1940;Sta Luzia;9430000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP St Terezinha 3;AVENIDA IMIRIM, 1217;Imirim;2465100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco 12;RUA OSVALDO DU PAIN, 11;Jd D'Abril;6040180;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubate 9;ESTRADA MUNICIPAL FRANCISCO ALVES MONTEIRO, S/N;Prq Sr Bonfim;12040650;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Campinas;CP Jd Palmeiras 1;RUA ERNESTO ZIGGIATTI, 26;B Palmeiras;13101538;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 10;RUA DAS FIGUEIRAS, 2031;Campestre;9080371;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubate 10;RUA EUCÁRIO REBOUÇAS DE CARVALHO, 340;Centro;12080030;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Jd Iguatemi 1;AVENIDA RAGUEB CHOHFI, 3226;Prq B Esperança;8341410;Medicamentos;07:00 - 22:00;08:00 - 18:00;Drogasil;;;;
SP;Osasco;Osasco 13;RUA PRESIDENTE COSTA E SILVA, 930;Helena Maria;6253000;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Taubaté;Taubate 11;RUA DOMINGOS RODRIGUES DO PRADO, 21;Vl Edmundo;12050050;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Aparecida;Aparecida 1;PRC PADRE VITOR COELHO DE ALMEIDA, 4;Jardim São Paulo;12570108;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Bauru;Bauru 8;AVENIDA ORLANDO RANIERI, 1015;Prq Res Camélias;17047001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiai 14;AVENIDA SÃO PAULO, 1588;Vl Arens II;13202610;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiai 15;RUA OSWALDO CRUZ, 232;Pte S João;13218010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itatiba;Itatiba 2;AVENIDA DA SAUDADE, S/N;Jd Tereza;13253000;Medicamentos;07:00 - 21:00;07:00 - 21:00;Drogasil;;;;
SP;São Paulo;SP Vl Leopoldina 3;RUA CORDILHEIRAS, 134;B Aliança;5085010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco 14;RUA MARIA QUINTINA DOS SANTOS, 796;Pestana;6122190;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itapetininga;Itapetininga 3;RUA PADRE ALBUQUERQUE, 1191;Centro;18200075;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Sacoma 2;RUA ALENCAR ARARIPE, 715;Sacomã;4253000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Sapopemba 4;AV MANUEL PIMENTEL, 272e278;Jardim Planalto;3983020;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Assis;Assis 4;AVENIDA PROFESSOR JOSÉ BOLFARINI, 693;Jd Morumbi;19815530;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sumaré;Sumare 5;RUA JOAQUIM FERREIRA GOMES, 11;Jd Marchissolo;13171120;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Presidente Prudente;Presid Prudente 13;AVENIDA WASHINGTON LUIZ, 1362;Centro;19015150;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba 15;RUA CORONEL NOGUEIRA PADILHA, 1858;Vl Hortência;18020003;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Jaragua 1;RUA FRIEDRICH VON VOITH, 800;Jd S João (Jaragua);2995000;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Guarulhos;Guarulhos 7;AVENIDA JOSE BRUMATTI, 3423;Jd IV Centenario;7161095;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Hortolândia;Hortolandia 4;RUA CARLOS DRUMMOND DE ANDRADE, 594;Jd Amanda II;13188249;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campo Limpo Paulista;Campo Limpo Pta 1;AVENIDA ADHERBAL DA COSTA MOREIRA, 523;Jd América;13231190;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;CP Rec do Sol 1;RUA Doutor Renato Luiz Pereira da Silva N36, 36;Rec Sol II;13056632;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mogi das Cruzes;Mogi das Cruzes 6;AVENIDA FRANCISCO RODRIGUES FILHO, 1891;Vl Mogilar;8773380;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itapetininga;Itapetininga 4;AVENIDA 5 DE NOVEMBRO, 450;Vl Nastri;18207320;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Guarulhos;Guarulhos 8;RUA LEANDRA DELLAFINA DAMIANI, 26;Jd B Clima;7122180;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Pedreira 1;AVENIDA DAS GAROUPAS, 147;Bal S Francisco;4473100;Medicamentos;08:00 - 21:00;08:00 - 21:00;Drogasil;;;;
SP;São Paulo;SP Vila Mascote 3;AVENIDA SANTA CATARINA, 1225;Vl Mascote;4378300;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo Campo 14;AVENIDA GETÚLIO VARGAS, 1231;B Neves;9751251;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;CP Jd N C Eliseos 1;AVENIDA RUY RODRIGUEZ, 873;Jd N C Elíseos;13060192;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru 9;AVENIDA AFFONSO JOSE AIELLO, 14 113;Vl Aviacao;17018520;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Votorantim;Votorantim 3;AVENIDA 31 DE MARÇO, 842;Centro;18110005;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Aclimação 4;RUA PEDRA AZUL, 674;Aclimação;4109000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Pq Nv Mundo 1;PRACA NOVO MUNDO, 177;Prq N Mundo;2185000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba 16;RUA LUZERNE PROENCA ARRUDA, 270;Vl Gabriel;18081025;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Valinhos;Valinhos 3;RUA JOSÉ CARLOS FERRARI, 12;Res Sta Maria;13272810;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Mandaqui 1;AVENIDA ZUMKELLER, 690;Prq Mandaqui;2420001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP São Miguel Pta 3;AVENIDA PIRES DO RIO, 770;Vl Americana;8020000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;CP Vl Aeroporto 1;AVENIDA SUAÇUNA, 355;Vl Aeroporto;13054105;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Vila Medeiros 3;AVENIDA JÚLIO BUONO, 662;Vl Gustavo;2201000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo Campo 15;RUA M M D C, 343;Paulicéia;9690000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiaí 16;AVENIDA DOUTOR ADILSON RODRIGUES, 77;Jd Samambaias;13211685;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Vl das Merces 3;AVENIDA DOS OURIVES, 1333;Jd São Savério;4194260;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Barra Funda 2;AVENIDA MARQUES DE SAO VICENTE, 349;Várzea da Barra Funda;1139001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo Campo 16;AVENIDA CAPITÃO CASA, 874;D Casa;9812000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba 17;AVENIDA DOUTOR ARMANDO PANNUNZIO, 1770;Jd V Cruz;18050001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Vila Zelina 2;RUA MARIO AUGUSTO DO CARMO, 562;Jd Avelino;3227070;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Aricanduva 4;AVENIDA DOS NACIONALISTAS, 386;Jd Tango;3901010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mogi das Cruzes;Mogi das Cruzes 7;AVENIDA RICIERI JOSÉ MARCATTO, 970;Vl Suissa;8810020;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Paulo;SP Jd Helena 1;RUA JOSÉ NUNES DOS SANTOS, 365;Prq Paulistano;8080600;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Monte Mor;Monte Mor 1;RUA ROQUE PRESTA, 80;Centro;13190081;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 11;RUA LEONILDA, 230;Vl Camilópolis;9230260;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 12;AVENIDA DOM PEDRO I, 1078;Vila Pires;9130400;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Pederneiras;Pederneiras 1;BRASIL, 1633;Jd Altos do Alvorada;17280000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Cangaíba 1;AVENIDA CANGAÍBA, 2720;Cangaíba;3712008;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Salto de Pirapora;Salto de Pirapora 1;PRACA ELPIDIO MARCELLO, 300;Centro;18160000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Manuel;São Manuel 1;JOSE HORACIO MELLAO, 91;Centro;18650000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru 10;RUA PRIMEIRO DE AGOSTO, 4-85;Centro;17010011;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru 11;AVENIDA COMENDADOR JOSÉ DA SILVA MARTHA, 4 E 8;Jd Estoril;17016080;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru 12;RUA CAPITÃO GOMES DUARTE, 19 A26;Vl N C Universitária;17012226;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sumaré;Sumaré 7;AVENIDA REBOUÇAS, 2609;Centro;13170023;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté 12;RUA DONA CHIQUINHA DE MATTOS, 270;Centro;12020010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté 13;AVENIDA CHARLES SCHNNEIDER, 1575;Prq Sr Bonfim;12040000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté 14;AVENIDA INDEPENDÊNCIA, 1130;Independência;12031001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Cidade Líder 3;Rua Zélia Frias Street , 31;Jardim Brasilia (Zona Leste);3583060;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Cândido Mota;Cândido Mota 1;CORONEL VALENCIO CARNEIRO, S/N;Centro;19880033;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Embu das Artes;Embu das Artes 2;ESTRADA ITAPECERICA-CAMPO LIMPO, 2489;Jd Sto Eduardo;6823475;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Indaiatuba;Indaiatuba 6;RUA OCTACÍLIO FURLAN, 714;Jardim Morada do Sol;13348523;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mairinque;Mairinque 1;SANTOS DUMONT, 268;Centro;18120000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté 15;AVENIDA PREFEITO MOACYR FREIRE, 731;Gja Daniel;12060801;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Nova Odessa;Nova Odessa 2;MARIA PISONI BENINCASA, 163;Jardim de Eden;13382002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Vinhedo;Vinhedo 2;1500 AV. OTÁVIO TASCA, 1500;Joao XXIII;13283040;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itapeva;Itapeva 1;RUA CORONEL ACÁCIO PIEDADE, 785;Centro;18400180;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Valinhos;Valinhos 4;RUA PEDRO GABETTA, 71;Jd M Rosa;13273551;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André 13;RUA ORATÓRIO, 1536;Parque das Nações;9280000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Araçoiaba da Serra;Araçoiaba Serra 1;PRACA CORONEL ALMEIDA, 220;Centro;18190000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Assis;Assis 5;AVENIDA GLÓRIA, 10;V Glória;19806095;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru 13;R RAFAEL PEREIRA MARTINI, 6;Parque Bauru;17031666;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Vila Guilherme 2;TRAVESSA CASALBUONO 120, 500;Vl Guilherme;2089900;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Franco da Rocha;Franco da Rocha 2;RUA BASÍLIO FAZZI, 260;C Faz Belém;7802190;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Votorantim;Votorantim 4;RUA JÚLIO CASSOLA, 1200;A N Esplanada;18118001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Carapicuíba;Carapicuíba 3;ESTRADA DO COPIUVA, 1769;Vl Oportunidade;6330000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Paulínia;Paulínia 2;AVENIDA ANTONIO BAPTISTA PIVA, 27E45;Jd Flamboyant;13142302;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Embu Guaçu;Embu Guaçu 1;BOA VISTA, 395;Centro;6900000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
PE;Recife;RC Jardim S Paulo 1;AVENIDA LIBERDADE, 428;Jardim São Paulo;50920135;Medicamentos;07:00 - 23:00;07:00 - 22:00;Drogasil;;;;
SP;Taubaté;Taubaté 16;AVENIDA CARLOS PEDROSO DA SILVEIRA, 275;Piracangaguá;12043000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Presidente Epitácio;Presid Epitácio 1;AV PRESIDENTE VARGAS, 1509;Centro;19470000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Tremembé 2;AVENIDA CORONEL SEZEFREDO FAGUNDES, 2442;Tucuruvi;2306002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mauá;Mauá;AVENIDA DONA BENEDITA FRANCA DA VEIGA, 24;Vl Lisboa;9330620;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Diadema;Diadema 4;AVENIDA SÃO JOSÉ, 34;Centro;9910381;Medicamentos;07:00 - 23:01;07:00 - 23:01;Drogasil;;;;
SP;Mogi das Cruzes;Mogi das Cruzes 8;RUA CARMELA DUTRA, 34;Jardim Esplanada;8780350;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Mogi das Cruzes;Mogi das Cruzes 9;AVENIDA VOLUNTARIO FERNANDO PINHEIRO FRANCO, 463;Centro;8710500;Medicamentos;07:00 - 23:00;07:00 - 23:01;Drogasil;;;;
SP;Osasco;Osasco 15;RUA ANTONIO AGU, 970;Centro;6093008;Medicamentos;07:00 - 23:00;07:00 - 23:01;Drogasil;;;;
SP;Osasco;Osasco 16;RUA NARCISO STURLINI, 443;Centro;6018100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco 17;AVENIDA ANTÔNIO CARLOS COSTA, 120;B Vista;6053000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Posto SBT 1;AVENIDA DAS COMUNICAÇÕES 04, 04;Ind Anhangüera;6276905;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Ribeirão Pires;Ribeirão Pires 3;RUA JOÃO DOMINGUES DE OLIVEIRA, 170;Centro;9400250;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo 17;AVENIDA KENNEDY, 334;Jd Mar;9726260;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo 18;RUA MARECHAL DEODORO, 1577;Centro;9710190;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Bernardo do Campo;S Bernardo 19;RUA DOUTOR FLAQUER, 787;Centro;9710180;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
