id,estado,cidade,local,endereço,bairro,tipo_de_material,horario_seg_sex,horario_sab,tipo,estado_nome
1,SP,São Paulo,Hirota - Mooca,"Rua Teresina, 319",Vila Bertioga,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
2,SP,São Paulo,Super Saudável,"Avenida São Gualter, 931",Alto de Pinheiros,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
3,SP,São Paulo,COOP Industrial,"Avenida Industrial, 2001",Campestre,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
4,SP,São Paulo,Hirota - Campo Belo,"Rua Vieira de Morais, 263",Campo Belo,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
5,SP,São Paulo,Emporium São Paulo - Jurema,"Avenida Jurema, 271",Indianópolis,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
6,SP,São Paulo,Hirota - Ipiranga,"Avenida Nazaré, 1299",Ipiranga,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
7,SP,São Paulo,Emporium São Paulo - Pedroso Alvarenga,"Rua. R. Pedroso Alvarenga, 803",Itaim Bibi,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
8,SP,São Paulo,Hirota - Saúde,"Avenida Jabaquara, 1920",Vila da Saúde,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
9,SP,São Paulo,Hirota - Santa Cecília,"Avenida General Olímpio da Silveira, 39",Santa Cecília,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
10,SP,São Paulo,Hirota - Vila Monumento,"Rua Gaspar Fernandes, 452",Vila Monumento,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
11,SP,São Paulo,Emporium São Paulo - Afonso Braz,"Rua Afonso Braz, 431",Vila Nova Conceição,Cápsulas de café,Não disponível,Fechado,Empresa privada,São Paulo
12,SP,Ferraz de Vasconcelos,Ecoponto Favela dos Sonhos,"R. São Lucas, 4",Jardim São Lázaro,Coleta seletiva,Não disponível,Fechado,Empresa privada,São Paulo
13,SP,São Paulo,RUA AUGUSTA,"Rua Augusta, 1.600, Consolação, São Paulo – SP CEP",Consolação,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
14,SP,São Paulo,SHOPPING ARICANDUVA,"Av. Aricanduva, 5555 - Loja Âncora 1",Jardim Aricanduva,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
15,SP,São Paulo,SHOPPING BOAVISTA,"Rua Borba Gato, 59 - Lojas L219 e L315",Santo Amaro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
16,SP,São Paulo,CENTRAL PLAZA SHOPPING,"Av. Francisco Mesquita N-1000 - Loja Âncora ""C"" - Vila Prudente
- São Paulo - SP",Vila Prudente,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
17,SP,São Paulo,SHOPPING CAMPO LIMPO,"Estrada do Campo Limpo, 459 - loja âncora A-01",Vila Prel,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
18,SP,São Paulo,SHOPPING IBIRAPUERA,"Av. Ibirapuera, 3103 - lojas 4 e 5",Indianópolis,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
19,SP,São Paulo,SHOPPING INTERLAGOS,"Av. Interlagos, 2255 - Loja ""Arco A""",Campo Grande,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
20,SP,São Paulo,SHOPPING JARDIM SUL,"Avenida Giovanni Gronchi, 5819 - LUC 001",Vila Andrade,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
21,SP,São Paulo,SHOPPING MORUMBI,"Av. Roque Petroni Júnior, 1089 - loja 1",Vila São Francisco,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
22,SP,São Paulo,SHOPPING PENHA,"Rua Doutor João Ribeiro, 304 Lojas Âncoras C e F",Penha de França,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
23,SP,São Paulo,RAPOSO SHOPPNG,"Rodovia Raposo Tavares, s/nº , Km 14,5 - lojas 3001 e 3002",Jardim Olympia,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
24,SP,São Paulo,SANTANA PARQUE SHOPPING,"Rua Conselheiro Moreira de Barros, 2780, loja 2011 - 2º
pavimento",Mandaqui,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
25,SP,São Paulo,BOURBON SHOPPING POMPÉIA,"Rua Turiassu, 2.100, loja 117, 2º piso",Perdizes,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
26,SP,São Paulo,SHOPPING CENTER NORTE,"Travessa Casalbuono, 120 - loja 610",Vila Guilherme,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
27,SP,São Paulo,CANTAREIRA NORTE SHOPPING,"Endereço: Avenida Raimundo Pereira de Magalhães, 11.001 –
loja 1002/2002",Jardim Pirituba,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
28,SP,São Paulo,SHOPPING ITAQUERA,"Avenida José Pinheiro Borges, s/nº - lojas 101/201, Gleba I",Itaquera,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
29,SP,São Paulo,SHOPPING MÓOCA,"Rua Capitão Pacheco e Chaves, 313 – loja 2049",Vila Prudente,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
30,SP,São Paulo,CENTRO - SÃO PAULO,"Rua 24 de Maio, 70",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
31,SP,São Paulo,SHOPPING D,"Avenida Cruzeiro do Sul, 1.100, SUC 2000, 2º piso",Canindé,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
32,SP,São Paulo,SHOPPING ELDORADO,"Avenida Rebouças, 3970, lojas 231 a 234, 236A, 239, 246 e 279,
1º Piso",Pinheiros,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
33,SP,São Paulo,SHOPPING SP MARKET,"Avenida das Nações Unidas, 22.540, loja A7 - 17/18/19, Bloco C",Vila Almeida,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
34,SP,São Paulo,SHOPPING PLAZA SUL,"Pça. Leonor Kaupa, 100 - lojas 119 e 225",Jardim da Saúde,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
35,SP,São Paulo,SHOPPING TIETÊ PLAZA,"Avenida Raimundo Pereira de Magalhães, 1465 – loja âncora
1000",Jardim Íris,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
36,SP,São Paulo,SHOPPING WEST PLAZA,"Pça. Tomas Morus, 408 - Bloco B - Térreo - lj.201",Água Branca,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
37,SP,Santo André,SHOPPING ABC,"Av. Pereira Barreto, 42 - Loja Âncora 3",Vila Gilda,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
38,SP,Diadema,SHOPPING PRAÇA DA MOÇA,"Rua Manoel da Nóbrega, 712 - lojas 241 e 301",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
39,SP,Mauá,MAUÁ PLAZA SHOPPING,"Av. Governador Mário Covas Júnior, 01 - loja 151",Jd. Rosina,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
40,SP,Jardim Santo André,SHOPPING ABC PLAZA,"Av. Industrial, 600 - Espaço Comercial 223, 224 e 228",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
41,SP,S.B. do Campo,"CENTRO - SÃO BERNARDO DO
CAMPO","Rua: Marechal Deodoro, 1078",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
42,SP,S.B. do Campo,SHOPPING METRÓPOLE,"Praça Samuel Sabatini, 200, loja LSU-4",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
43,SP,São Bernardo,SHOPPING S.B. PLAZA,"Avenida Albert Schweitzer, 256 – loja 1046",Ferrazópolis,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
44,SP,São Caetano do Sul,SÃO CAETANO DO SUL,"Alameda Terracota, 545, loja 1007/2007",Cerâmica,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
45,SP,Santo André,CENTRO - SANTO ANDRÉ,"Rua Campos Salles, 235/247",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
46,SP,Guarulhos,BONSUCESSO SHOPPING,"Estrada Presidente Juscelino Kubitschek de Oliveira, 5308 - loja
âncora C",Jardim Albertina,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
47,SP,Guarulhos,INTERNACIONAL SHOPPING,"Rua Engenheiro Camilo Olivetti, 295 - SUC R01 - R01A2 - M01 -
M02",Itapegica,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
48,SP,Guarulhos,CENTRO - GUARULHOS,"Rua Dom Pedro II ,06",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
49,SP,Mogi das Cruzes,MOGI SHOPPING,"Avenida Vereador Narciso Yague Guimarães, 1.001, loja A 27",Jardim Armênia,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
50,SP,Osasco,CENTRO - OSASCO,"Rua Antônio Agú, 487",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
51,SP,Osasco,SHOPPING UNIÃO,"Avenida dos Autonomistas, 1.400, loja âncora ""M""",Vila Yara,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
52,SP,Barueri,PARQUE SHOPPING BARUERI,"Rua General de Divisão de Pedro Rodrigues da Silva, 400 – loja
2037, piso L02",Aldeia,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
53,SP,Itapecerica da Serra,SHOPPING ITAPECERICA,"Avenida Quinze de novembro, 89 – loja âncora L2015",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
54,SP,Suzano,SHOPPING SUZANO,"Rua Sete de Setembro, 555, lojas 09/10/11/12/13A/13B",Guaio,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
55,SP,Tamboré,SHOPPING TAMBORÉ,"Av. Piracema, 669 - Lojas Âncoras D1 e D2",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
56,SP,São Vincente,BRISAMAR SHOPPING,"Rua Frei Gaspar, 365, SUC 312, nível III",Centro,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
57,SP,Praia Grande,LITORAL SHOPPING,"Av. Ayrton Senna da Silva, 1.511 - Loja âncora A6",Intermarés,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
58,SP,Santos,PRAIA DO GONZAGA,"Av. Ana Costa, 575/576 e Sobreloja",Gonzaga,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
59,SP,Araçatuba,ARAÇATUBA SHOPPING,"Avenida Joaquim Pompeu de Toledo, 601 - lojas 28 e 29",Jardim Nova Yorque,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
60,SP,Araraquara,SHOPPING JARAGUÁ,"Avenida Alberto Benassi, 2.270, loja âncora 27/28/29/30/31, piso térreo",Jardim Bandeirantes,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
61,SP,Bauru,BAURU SHOPPING,"Rua Henrique Savi, 15-55, loja UN-62",Vila Cidade Universitária,Eletrônicos,Não disponível,Fechado,Empresa privada,São Paulo
62,SP,São Paulo,Renner - Shopping Eldorado,"Av. Rebouças, 3970",Pinheiros,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
63,SP,São Paulo,Renner - Morumbi Shopping,"Av. Roque Petroni Júnior, 1089",Jardim das Acacias,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
64,SP,São Paulo,Renner - Center Norte,"Tv. Casalbuono, 120",Vila Guilherme,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
65,SP,Ribeirão Preto,Renner - Ribeirão Shopping,"Av. Cel. Fernando Ferreira Leite, 1540 - 30",Res. Florida,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
66,SP,São Paulo,Renner - Shopping Anália Franco,"Av. Reg. Feijó, 1739",Vila Reg. Feijó,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
67,SP,Campinas,Renner - Iguatemi Campinas,"Av. Iguatemi, 777",Vila Brandina,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
68,SP,Santos,Renner - Praiamar Shopping Center,"R. Alexandre Martins, 80",Aparecida,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
69,SP,São Paulo,Renner - Shopping Metrô Tatuapé,"R. Domingos Agostim, 91",Tatuapé,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
70,SP,São Paulo,Renner - Shopping Leste Aricanduva,"Avenida Aricanduva, 5555",Vila Matilde,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
71,SP,Campinas,Renner - Shopping Parque Dom Pedro,"Av. Guilherme Campos, 500",Jardim Santa Genebra,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
72,SP,São Paulo,Renner - Shopping Bourbon Pompéia,"R. Palestra Itália, 500",Perdizes,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
73,SP,São Paulo,Renner - Loja Av. Paulista,"Av. Paulista, 1106",Bela Vista,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
74,SP,São Paulo,Renner - Domingos de Moraes,"R. Domingos de Morais, 2668",Vila Mariana,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
75,SP,São Paulo,Renner - Shopping Iguatemi JK,"Av. Pres. Juscelino Kubitschek, 2041",Vila Nova Conceição,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
76,SP,Santo André,SHOPPING ABC,"Avenida Pereira Barreto, 42 - Loja Âncora 3",Vila Gilda,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
77,SP,Araçatuba,SHOPPING PRAÇA NOVA,"Avenida CARLOS PEREIRA DA SILVA, 6000 - LUC 106",Guanabara,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
78,SP,São Paulo,AUGUSTA,"Rua Augusta, 1.600",Consolação,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
79,SP,São Paulo,SHOPPING ANÁLIA FRANCO,Avenida Reg Feijo Nº 1739 - LOJA OQ 47 48 49 50,Vila Regente,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
80,SP,Araraquara,SHOPPING JARAGUA,"Avenida Alberto Benassi, 2.270, loja âncora 27/28/29/30/31, piso térreo",Jardim Bandeirantes,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
81,SP,São Paulo,SHOPPING ARICANDUVA,"Avenida Aricanduva, 5555 - Loja Âncora 1",Jardim Aricanduva,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
82,SP,Bauru,BAURU SHOPPING,"Rua Henrique Savi, 15-55, loja UN-62",Vila Cidade Universitária,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
83,SP,São Paulo,SHOPPING BOA VISTA SP,"Rua Borba Gato, 59 - Lojas L219 e L315",Santo Amaro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
84,SP,São Vincente,SHOPPING BRISAMAR,"Rua Frei Gaspar, 365, SUC 312, nível III",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
85,SP,Botucatu,LOJA RUA DE BOTUCATU,"RUA AMANDO DE BARROS, 567",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
86,SP,Campinas,CAMPINAS - CENTRO,"RUA 13 DE MAIO, 520",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
87,SP,Campinas,CAMPINAS SHOPPING,"RUA JACY TEIXEIRA DE CAMARGO, Nº 940 – ANCORA SCP00603, PISO TÉRREO",Jardim do lago,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
88,SP,Campinas,SHOPPING IGUATEMI CAMPINAS,"Avenida IGUATEMI, 777 - LOJA ""E""",Vila Brandina,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
89,SP,São Paulo,CENTRAL PLAZA SHOPPING,"Avenida Francisco Mesquita N-1000 - Loja Âncora ""C""",Vila Prudente,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
90,SP,Campinas,SHOPP. PARQUE DAS BANDEIRAS,"Avenida John Boyd Dunlop, 3.900, Gleba 60, quarteirão 30020, loja âncora 3001",Jardim Ipaussurama,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
91,SP,Campinas,SHOPPING PARQUE DOM PEDRO,"Avenida Guilherme Campos, 500 – loja 013",Jardim Santa Genebra,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
92,SP,São Paulo,SHOPPING CAMPO LIMPO,"Estrada do Campo Limpo, 459 - loja âncora A-01",Vila Prel,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
93,SP,Diadema,SHOPPING PRAÇA DA MOÇA,"Rua Manoel da Nóbrega, 712 - lojas 241 e 301",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
94,SP,Franca,FRANCA SHOPPING,"Avenida Rio Negro, 1.100, loja A-2",Estação,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
95,SP,Guarulhos,SHOPPING BONSUCESSO,"Estrada Presidente Juscelino Kubitschek de Oliveira, 5308 - loja âncora C",Jardim Albertina,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
96,SP,Guarulhos,PARQUE SHOPPING MAIA,"Avenida Bartholomeu de Carlos, 230 – SUC2004",Jardim Flor da Montanha,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
97,SP,Guarulhos,SHOPPING INTERNACIONAL,"Rua Engenheiro Camilo Olivetti, 295 - SUC R01 - R01A2 - M01 - M02",Itapegica,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
98,SP,Guarulhos,GUARULHOS CENTRO,"Rua Dom Pedro II ,06",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
99,SP,Cotia,SHOPPING GRANJA VIANNA,"Rodovia Raposo Tavares, Km 23,5 – loja 205",Lageadinho,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
100,SP,Hortolândia,SHOPPING HORTOLANDIA,"Rua José Camilo de Camargo, 05 – loja âncora 211",Remanso Campineiro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
101,SP,São Paulo,SHOPPING IBIRAPUERA,"Avenida Ibirapuera, 3103 - lojas 4 e 5",Indianópolis,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
102,SP,Barueri,SHOPPNG IGUATEMI ALPHAVILLE,"Alameda Rio Negro, 111 – lojas 337, 338, 339, 340 e 341",Alphavile Industrial,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
103,SP,São Paulo,SHOPPING IGUATEMI SP,"Avenida Brigadeiro Faria Lima, 2.232 Loja ES 01",Jardim Paulistano,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
104,SP,Idaiatuba,POLO SHOPPING INDAIATUBA,"Alameda Filtros Mann, s/nº, loja A04",Pimenta,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
105,SP,São Paulo,C-SHOPPING INTERLAGOS,"Avenida Interlagos, 2255 - Loja ""Arco A""",Campo Grande,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
106,SP,Itapetininga,ITAPE SHOPPING,RUA DOUTOR COUTINHO 733,Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
107,SP,Itu,PLAZA SHOPPING ITU,"Avenida Doutor Ermelindo Maffei, 1199, loja 113",Jardim Paraíso,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
108,SP,Jacareí,JACAREÍ SHOPPING,"Rua Olímpio Catão, 500 – loja 150",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
109,SP,Jundiaí,MAXI SHOPPING,"Avenida Antônio Fred Ozanan, 6000 - loja 38",Jardim Rio Branco,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
110,SP,Jundiaí,JUNDIAÍ SHOPPING,"Avenida 9 de Julho, nº 3333 - loja 145",Alto do Anhangabaú,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
111,SP,São Paulo,SHOPPING JARDIM SUL,"Avenida Giovanni Gronchi, 5819 - LUC 001",Vila Andrade,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
112,SP,Limeira,SHOPPING PÁTIO LIMEIRA,"Rua Carlos Gomes, 1.321, loja 212, âncora 2",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
113,SP,Marília,MARILIA SHOPPING CENTER,"Rua dos Tucunarés, 500, loja âncora L-140",Jardim Maria Martha,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
114,SP,Mauá,MAUA PLAZA SHOPPING,"Avenida Governador Mário Covas Júnior, 01 - loja 151",Jardim Rosina,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
115,SP,Mogi Guaçu,BURITI SHOPPING MOGI GUAÇU,"Rua Francisco Franco de Godoy Bueno, 801 – loja 100/101",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
116,SP,Mogi das Cruzes,SHOPPING MOGI,"Avenida Vereador Narciso Yague Guimarães, 1.001, loja A 27",Jardim Armênia,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
117,SP,São Paulo,SHOPPING MORUMBI,"Avenida Roque Petroni Júnior, 1089 - loja 1",Vila São Francisco,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
118,SP,Osasco,OSASCO CENTRO,"Rua Antônio Agú, 487",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
119,SP,Osasco,SHOPPING UNIÃO,"Avenida dos Autonomistas, 1.400, loja âncora ""M""",Vila Yara,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
120,SP,Osasco,SUPER SHOPPING OSASCO,"Avenida dos Autonomistas, 1828 - Piso 2",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
121,SP,São Paulo,SHOPPING PENHA,"Rua Doutor João Ribeiro, 304 Lojas Âncoras C e F",Penha de França,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
122,SP,Praia Grande,LITORAL SHOPPING,"Avenida Ayrton Senna da Silva, 1.511 - Loja âncora A6",Intermarés,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
123,SP,Presidente Prudente,PRUDENSHOPPING,"Avenida Manoel Goulart, 2400, loja âncora 246/247",Vila Santa Helena,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
124,SP,Barueri,PARQUE SHOPPING BARUERI,"Rua General de Divisão de Pedro Rodrigues da Silva, 400 – loja 2037, piso L02",Aldeia,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
125,SP,Carapicuíba,PLAZA SHOPPING CARAPICUÍBA,Estrada Ernestina Vieira 149,Vila Silvania,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
126,SP,Ribeirão Preto,RIBEIRAO SHOPPING,"Avenida Coronel Fernando Ferreira Leite, 1540 - loja 38",Jardim Califórnia,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
127,SP,Rio Claro,RIO CLARO SHOPPING,"Avenida Conde Francisco Matarazzo Júnior, 205 - Âncora B",Vila Paulista,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
128,SP,Ribeirão Preto,NOVO SHOPPING,"Avenida Presidente Kennedy, 1.500, loja âncora ""S""",Ribeirânia,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
129,SP,São Paulo,RAPOSO SHOPPING,"Rodovia Raposo Tavares, s/nº, Km 14,5 - lojas 3001 e 3002",Jardim Olympia,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
130,SP,São Paulo,SANTANA PARQUE SHOPPING,"Rua Conselheiro Moreira de Barros, 2780, loja 2011 - 2º pavimento",Mandaqui,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
131,SP,São Bernardo do Campo,SAO BERNARDO DO CAMPO,"Rua: Marechal Deodoro, 1078",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
132,SP,Vila Marlene,GOLDEN SQUARE SHOPPING,"Avenida Kennedy, 700 - São Bernardo do Campo - Loja ancora piso L1 E L2",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
133,SP,São Bernardo do Campo,SHOPPING METRÓPOLE,"Praça Samuel Sabatini, 200, loja LSU-4",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
134,SP,São Paulo,SÃO BENTO,"R. São Bento, 230",Centro histórico de São Paulo,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
135,SP,São Paulo,SHOPPING BOURBON POMPÉIA,"Rua Turiassu, 2.100, loja 117, 2º piso",Perdizes,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
136,SP,São Bernardo,SHOPPING SÃO BERNARDO PLAZA,"Avenida Albert Schweitzer, 256 – loja 1046",Ferrazópolis,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
137,SP,São Carlos,SHOPP. IGUATEMI SAO CARLOS,"Passeio dos Flamboyants, 200, loja 91, piso térreo",Parque Faber,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
138,SP,São Paulo,SHOPPING CENTER NORTE,"Travessa Casalbuono, 120 - loja 610",Vila Guilherme,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
139,SP,São Paulo,PARK SHOPPING SÃO CAETANO,"Alameda Terracota, 545, loja 1007/2007",Cerâmica,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
140,SP,Jardim Pirituba,CANTAREIRA NORTE SHOPPING,"Endereço: Avenida Raimundo Pereira de Magalhães, 11.001 – loja 1002/2002",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
141,SP,Itapecerica da Serra,SHOPPING ITAPECERICA,"Avenida Quinze de Novembro, 89 – loja âncora L2015",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
142,SP,Itaquera,SHOPPING METRO ITAQUERA,"Avenida José Pinheiro Borges, s/nº - lojas 101/201, Gleba I",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
143,SP,São José dos Campos,CENTER VALE SHOPPING,"Avenida Deputado Benedito Matarazzo, 9403 - Loja ""H""",Jardim Oswaldo Cruz,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
144,SP,São José dos Campos,SHOPPING JARDIM ORIENTE,"Rua Andorra, 500 – Loja âncora piso térreo",Jardim América,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
145,SP,São Paulo,SHOPPING MAIS,"R. Etelvino Pedro dos Santos, 25",Jardim Imbé,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
146,SP,São Paulo,MOOCA PLAZA SHOPPING,"Rua Capitão Pacheco e Chaves, 313 – loja 2049",Vila Prudente,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
147,SP,Sorocaba,SHOPPING PÁTIO CIANÊ,"Avenida Afonso Vergueiro, 823 – loja 104, Espaços Comerciais nº 06 e 07",Centro,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
148,SP,Votorantim,ESPLANADA SHOPP. SOROCABA,"Avenida Gisele Constantino, 1870, Box 230, 231, 232 e 233",Parque Morumbi,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
149,SP,São Paulo,SHOPPING D,"Avenida Cruzeiro do Sul, 1.100, SUC 2000, 2º piso",Canindé,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
150,SP,São Paulo,SHOPPING ELDORADO,"Avenida Rebouças, 3970, lojas 231 a 234, 236A, 239, 246 e 279, 1º Piso",Pinheiros,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
151,SP,Piracicaba,SHOPPING PIRACICABA,"Avenida Limeira, 722 - loja âncora C",Vila Rezende,Têxtil,Não disponível,Fechado,Empresa privada,São Paulo
