id,estado,cidade,local,endereço,bairro,tipo_de_material,horario_seg_sex,horario_sab,tipo,estado_nome
1389,SP,São Paulo,Jabaquara 3,"AVENIDA DO CAFE, 538",Vl Guarani,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1390,SP,Taboão da Serra,Taboão da Serra 6,"ESTRADA SÃO FRANCISCO, 2131",Parque Taboão,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1391,SP,São Caetano do Sul,Santo André 9,"AVENIDA GOIÁS, 1732",Santo Antônio,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1392,SP,São Paulo,Campo Grande 1,"AVENIDA NOSSA SENHORA DO SABARÁ, 2226",JD Cpo Grande,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1393,SP,São Paulo,Cidade Dutra 3,"AVENIDA PROFESSOR PAPINI, 317",C Dutra,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1394,SP,São Paulo,Raposo Tavares 3,"AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA, 4550",JD Esmeralda,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1395,SP,Santo André,Santo André 8,"RUA BERNARDINO DE CAMPOS, 171",Centro,Medicamentos,07:00h-20:30h,07:00h-20:30h,Drogaria,São Paulo
1396,SP,Sorocaba,Sorocaba 13,"RUA DOUTOR ÁLVARO SOARES, 44",Centro,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1397,SP,São Paulo,Artur Alvim 2,"RUA DOUTOR CAMPOS MOURA, 251",Prq A Alvim,Medicamentos,07:00h-23:00h,08:00h-18:00h,Drogaria,São Paulo
1398,SP,São Paulo,Bras 2,"AVENIDA RANGEL PESTANA, 1996",Bras,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1399,SP,São Paulo,Jardim Angela 1,"ESTRADA DO M BOI MIRIM, 4780",Prq Lago,Medicamentos,07:00h-21:00h,07:00h-21:00h,Drogaria,São Paulo
1400,SP,São Paulo,Posto RD 1,AVENIDA CORIFEU DE AZEVEDO MARQUES 3097,Vl Butantã,Medicamentos,08:00h-18:00h,08:00h-18:00h,Drogaria,São Paulo
1401,SP,Mairiporã,Mairiporã 1,"AVENIDA TABELIAO PASSARELLA, 839",Centro,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1402,SP,Itapevi,Itapevi 2,"AVENIDA PRESIDENTE VARGAS, 351",N Itapevi,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1403,SP,Sorocaba,Sorocaba 14,"AVENIDA ANTONIO SOARES AGUIAR, 31",JD Golden Park Residence 2,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1404,SP,Mauá,Mauá 3,"AVENIDA DOUTOR GETÚLIO VARGAS, 152",Vila Guarani,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1405,SP,Osasco,Osasco 10,"AVENIDA JOSÉ LOURENÇO, 491",Jaguaribe,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1406,SP,Campinas,Swiss Park 1,"AVENIDA DERMIVAL BERNARDES SIQUEIRA, 1988",Swiss Park,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1407,SP,São Caetano do Sul,São Caetano do Sul 10,"RUA MARINA, 1250",Sta Maria,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1408,SP,São Paulo,Perus 1,"AVENIDA DOUTOR SYLVIO DE CAMPOS, 282",Vl Perus,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1409,SP,São Paulo,Guaianases 1,"RUA OTELO AUGUSTO RIBEIRO, 164",Guianazes,Medicamentos,07:00h-22:00h,08:00h-20:00h,Drogaria,São Paulo
1410,SP,São Paulo,Paulista 4,"RUA TREZE DE MAIO, 1947",Bela Vista,Medicamentos,10:00h-22:00h,10:00h-22:00h,Drogaria,São Paulo
1411,SP,São Paulo,Cerqueira César 3,"RUA OSCAR FREIRE, 278",C Cesar,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1412,SP,São Paulo,Pinheiros 5,"RUA TEODORO SAMPAIO, 612",Pinheiros,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1413,SP,São Paulo,Moema 6,"RUA GAIVOTA, 460",Moema,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1414,SP,São Paulo,Vila Clementino 4,"RUA NAPOLEAO DE BARROS, 1248",Vl Clementino,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1415,SP,São Paulo,Tatuapé 8,"RUA EMÍLIA MARENGO, 537",Vl Reg Feijó,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1416,SP,São Paulo,Alto Santana 2,"RUA VOLUNTÁRIOS DA PÁTRIA, 3670",Santana,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1417,SP,São Paulo,Perdizes 5,"RUA PIRACUAMA, 196",Perdizes,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1418,SP,São Paulo,Sé 6,"PRAÇA DA SÉ, 174",Sé,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1419,SP,Indaiatuba,Indaiatuba 5,"AVENIDA FÁBIO FERRAZ BICUDO, 195",Jd Esplanada,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1420,SP,Santo André,Santo André 9,"PRAÇA PRESIDENTE KENNEDY, 70",Vl Bastos,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1421,SP,São Paulo,Moema 7,"ALAMEDA DOS ARAPANES, 1179",Moema,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1422,SP,Diadema,Diadema 3,"AVENIDA SAO JOSE, 67",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1423,SP,Santos,St Gonzaga 3,"AVENIDA SENADOR PINHEIRO MACHADO, 975",J Menino,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1424,SP,Hortolândia,Hortolândia 3,"RUA SETE DE SETEMBRO, 1199",Prq Ortolândia,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1425,SP,São Paulo,Brasilândia 2,"RUA PARAPUÃ, 1567",Itaberaba,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1426,SP,Campinas,Vila Teixeira 2,"RUA POMPÍLIO MORANDI, 280",Vl P Souza,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1427,SP,Presidente Prudente,Presid Prudente 11,"AVENIDA SALIM FARAH MALUF, 2370",Jd Rosas,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1428,SP,São Paulo,Vila Curuça 1,"AVENIDA NORDESTINA, 5229",Guianazes,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1429,SP,Campinas,Jd Nova Europa 1,"AVENIDA BADEN POWELL, 1929",Jd N Europa,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1430,SP,Itaquaquecetuba,Itaquaquecetuba 2,"AVENIDA JOÃO BARBOSA DE MORAES, 306",Vl Zeferina,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1431,SP,Osasco,Osasco 11,"AVENIDA DOLORES LUPIANO MOIOLI, 40",Veloso,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1432,SP,Osasco,Posto Bradesco 1,"RUA ODETE FABRI NUCLEO CIDADE DE DEUS, 0",Vila Yara,Medicamentos,07:00h-20:30h,00:00h-00:00h,Drogaria,São Paulo
1433,SP,Itapecerica da Serra,Itapec da Serra 2,"AVENIDA QUINZE DE NOVEMBRO, 605",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1434,SP,Campinas,CP Jardim do Lago 2,"RUA JACY TEIXEIRA CAMARGO 940, 940",Jd Lago,Medicamentos,09:00h-22:00h,12:00h-20:00h,Drogaria,São Paulo
1435,SP,Piedade,Piedade 1,"RUA COMENDADOR PARADA, 166",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1436,SP,Ribeirão Pires,Ribeirao Pires 2,"AVENIDA FRANCISCO MONTEIRO, 1940",Sta Luzia,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1437,SP,São Paulo,SP St Terezinha 3,"AVENIDA IMIRIM, 1217",Imirim,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1438,SP,Osasco,Osasco 12,"RUA OSVALDO DU PAIN, 11",Jd D'Abril,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1439,SP,Taubaté,Taubate 9,"ESTRADA MUNICIPAL FRANCISCO ALVES MONTEIRO, S/N",Prq Sr Bonfim,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1440,SP,Campinas,CP Jd Palmeiras 1,"RUA ERNESTO ZIGGIATTI, 26",B Palmeiras,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1441,SP,Santo André,Santo André 10,"RUA DAS FIGUEIRAS, 2031",Campestre,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1442,SP,Taubaté,Taubate 10,"RUA EUCÁRIO REBOUÇAS DE CARVALHO, 340",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1443,SP,São Paulo,SP Jd Iguatemi 1,"AVENIDA RAGUEB CHOHFI, 3226",Prq B Esperança,Medicamentos,07:00h-22:00h,08:00h-18:00h,Drogaria,São Paulo
1444,SP,Osasco,Osasco 13,"RUA PRESIDENTE COSTA E SILVA, 930",Helena Maria,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1445,SP,Taubaté,Taubate 11,"RUA DOMINGOS RODRIGUES DO PRADO, 21",Vl Edmundo,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1446,SP,Aparecida,Aparecida 1,"PRC PADRE VITOR COELHO DE ALMEIDA, 4",Jardim São Paulo,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1447,SP,Bauru,Bauru 8,"AVENIDA ORLANDO RANIERI, 1015",Prq Res Camélias,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1448,SP,Jundiaí,Jundiai 14,"AVENIDA SÃO PAULO, 1588",Vl Arens II,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1449,SP,Jundiaí,Jundiai 15,"RUA OSWALDO CRUZ, 232",Pte S João,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1450,SP,Itatiba,Itatiba 2,"AVENIDA DA SAUDADE, S/N",Jd Tereza,Medicamentos,07:00h-21:00h,07:00h-21:00h,Drogaria,São Paulo
1451,SP,São Paulo,SP Vl Leopoldina 3,"RUA CORDILHEIRAS, 134",B Aliança,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1452,SP,Osasco,Osasco 14,"RUA MARIA QUINTINA DOS SANTOS, 796",Pestana,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1453,SP,Itapetininga,Itapetininga 3,"RUA PADRE ALBUQUERQUE, 1191",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1454,SP,São Paulo,SP Sacoma 2,"RUA ALENCAR ARARIPE, 715",Sacomã,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1455,SP,São Paulo,SP Sapopemba 4,"AV MANUEL PIMENTEL, 272e278",Jardim Planalto,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1456,SP,Assis,Assis 4,"AVENIDA PROFESSOR JOSÉ BOLFARINI, 693",Jd Morumbi,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1457,SP,Sumaré,Sumare 5,"RUA JOAQUIM FERREIRA GOMES, 11",Jd Marchissolo,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1458,SP,Presidente Prudente,Presid Prudente 13,"AVENIDA WASHINGTON LUIZ, 1362",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1459,SP,Sorocaba,Sorocaba 15,"RUA CORONEL NOGUEIRA PADILHA, 1858",Vl Hortência,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1460,SP,São Paulo,SP Jaragua 1,"RUA FRIEDRICH VON VOITH, 800",Jd S João (Jaragua),Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1461,SP,Guarulhos,Guarulhos 7,"AVENIDA JOSE BRUMATTI, 3423",Jd IV Centenario,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1462,SP,Hortolândia,Hortolandia 4,"RUA CARLOS DRUMMOND DE ANDRADE, 594",Jd Amanda II,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1463,SP,Campo Limpo Paulista,Campo Limpo Pta 1,"AVENIDA ADHERBAL DA COSTA MOREIRA, 523",Jd América,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1464,SP,Campinas,CP Rec do Sol 1,"RUA Doutor Renato Luiz Pereira da Silva N36, 36",Rec Sol II,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1465,SP,Mogi das Cruzes,Mogi das Cruzes 6,"AVENIDA FRANCISCO RODRIGUES FILHO, 1891",Vl Mogilar,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1466,SP,Itapetininga,Itapetininga 4,"AVENIDA 5 DE NOVEMBRO, 450",Vl Nastri,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1467,SP,Guarulhos,Guarulhos 8,"RUA LEANDRA DELLAFINA DAMIANI, 26",Jd B Clima,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1468,SP,São Paulo,SP Pedreira 1,"AVENIDA DAS GAROUPAS, 147",Bal S Francisco,Medicamentos,08:00h-21:00h,08:00h-21:00h,Drogaria,São Paulo
1469,SP,São Paulo,SP Vila Mascote 3,"AVENIDA SANTA CATARINA, 1225",Vl Mascote,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1470,SP,São Bernardo do Campo,S Bernardo Campo 14,"AVENIDA GETÚLIO VARGAS, 1231",B Neves,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1471,SP,Campinas,CP Jd N C Eliseos 1,"AVENIDA RUY RODRIGUEZ, 873",Jd N C Elíseos,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1472,SP,Bauru,Bauru 9,"AVENIDA AFFONSO JOSE AIELLO, 14 113",Vl Aviacao,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1473,SP,Votorantim,Votorantim 3,"AVENIDA 31 DE MARÇO, 842",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1474,SP,São Paulo,SP Aclimação 4,"RUA PEDRA AZUL, 674",Aclimação,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1475,SP,São Paulo,SP Pq Nv Mundo 1,"PRACA NOVO MUNDO, 177",Prq N Mundo,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1476,SP,Sorocaba,Sorocaba 16,"RUA LUZERNE PROENCA ARRUDA, 270",Vl Gabriel,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1477,SP,Valinhos,Valinhos 3,"RUA JOSÉ CARLOS FERRARI, 12",Res Sta Maria,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1478,SP,São Paulo,SP Mandaqui 1,"AVENIDA ZUMKELLER, 690",Prq Mandaqui,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1479,SP,São Paulo,SP São Miguel Pta 3,"AVENIDA PIRES DO RIO, 770",Vl Americana,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1480,SP,Campinas,CP Vl Aeroporto 1,"AVENIDA SUAÇUNA, 355",Vl Aeroporto,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1481,SP,São Paulo,SP Vila Medeiros 3,"AVENIDA JÚLIO BUONO, 662",Vl Gustavo,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1482,SP,São Bernardo do Campo,S Bernardo Campo 15,"RUA M M D C, 343",Paulicéia,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1483,SP,Jundiaí,Jundiaí 16,"AVENIDA DOUTOR ADILSON RODRIGUES, 77",Jd Samambaias,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1484,SP,São Paulo,SP Vl das Merces 3,"AVENIDA DOS OURIVES, 1333",Jd São Savério,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1485,SP,São Paulo,SP Barra Funda 2,"AVENIDA MARQUES DE SAO VICENTE, 349",Várzea da Barra Funda,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1486,SP,São Bernardo do Campo,S Bernardo Campo 16,"AVENIDA CAPITÃO CASA, 874",D Casa,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1487,SP,Sorocaba,Sorocaba 17,"AVENIDA DOUTOR ARMANDO PANNUNZIO, 1770",Jd V Cruz,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1488,SP,São Paulo,SP Vila Zelina 2,"RUA MARIO AUGUSTO DO CARMO, 562",Jd Avelino,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1489,SP,São Paulo,SP Aricanduva 4,"AVENIDA DOS NACIONALISTAS, 386",Jd Tango,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1490,SP,Mogi das Cruzes,Mogi das Cruzes 7,"AVENIDA RICIERI JOSÉ MARCATTO, 970",Vl Suissa,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1491,SP,São Paulo,SP Jd Helena 1,"RUA JOSÉ NUNES DOS SANTOS, 365",Prq Paulistano,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1492,SP,Monte Mor,Monte Mor 1,"RUA ROQUE PRESTA, 80",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1493,SP,Santo André,Santo André 11,"RUA LEONILDA, 230",Vl Camilópolis,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1494,SP,Santo André,Santo André 12,"AVENIDA DOM PEDRO I, 1078",Vila Pires,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1495,SP,Pederneiras,Pederneiras 1,"BRASIL, 1633",Jd Altos do Alvorada,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1496,SP,São Paulo,SP Cangaíba 1,"AVENIDA CANGAÍBA, 2720",Cangaíba,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1497,SP,Salto de Pirapora,Salto de Pirapora 1,"PRACA ELPIDIO MARCELLO, 300",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1498,SP,São Manuel,São Manuel 1,"JOSE HORACIO MELLAO, 91",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1499,SP,Bauru,Bauru 10,"RUA PRIMEIRO DE AGOSTO, 4-85",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1500,SP,Bauru,Bauru 11,"AVENIDA COMENDADOR JOSÉ DA SILVA MARTHA, 4 E 8",Jd Estoril,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1501,SP,Bauru,Bauru 12,"RUA CAPITÃO GOMES DUARTE, 19 A26",Vl N C Universitária,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1502,SP,Sumaré,Sumaré 7,"AVENIDA REBOUÇAS, 2609",Centro,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1503,SP,Taubaté,Taubaté 12,"RUA DONA CHIQUINHA DE MATTOS, 270",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1504,SP,Taubaté,Taubaté 13,"AVENIDA CHARLES SCHNNEIDER, 1575",Prq Sr Bonfim,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1505,SP,Taubaté,Taubaté 14,"AVENIDA INDEPENDÊNCIA, 1130",Independência,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1506,SP,São Paulo,SP Cidade Líder 3,"Rua Zélia Frias Street , 31",Jardim Brasilia (Zona Leste),Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1507,SP,Cândido Mota,Cândido Mota 1,"CORONEL VALENCIO CARNEIRO, S/N",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1508,SP,Embu das Artes,Embu das Artes 2,"ESTRADA ITAPECERICA-CAMPO LIMPO, 2489",Jd Sto Eduardo,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1509,SP,Indaiatuba,Indaiatuba 6,"RUA OCTACÍLIO FURLAN, 714",Jardim Morada do Sol,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1510,SP,Mairinque,Mairinque 1,"SANTOS DUMONT, 268",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1511,SP,Taubaté,Taubaté 15,"AVENIDA PREFEITO MOACYR FREIRE, 731",Gja Daniel,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1512,SP,Nova Odessa,Nova Odessa 2,"MARIA PISONI BENINCASA, 163",Jardim de Eden,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1513,SP,Vinhedo,Vinhedo 2,"1500 AV. OTÁVIO TASCA, 1500",Joao XXIII,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1514,SP,Itapeva,Itapeva 1,"RUA CORONEL ACÁCIO PIEDADE, 785",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1515,SP,Valinhos,Valinhos 4,"RUA PEDRO GABETTA, 71",Jd M Rosa,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1516,SP,Santo André,Santo André 13,"RUA ORATÓRIO, 1536",Parque das Nações,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1517,SP,Araçoiaba da Serra,Araçoiaba Serra 1,"PRACA CORONEL ALMEIDA, 220",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1518,SP,Assis,Assis 5,"AVENIDA GLÓRIA, 10",V Glória,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1519,SP,Bauru,Bauru 13,"R RAFAEL PEREIRA MARTINI, 6",Parque Bauru,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1520,SP,São Paulo,SP Vila Guilherme 2,"TRAVESSA CASALBUONO 120, 500",Vl Guilherme,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1521,SP,Franco da Rocha,Franco da Rocha 2,"RUA BASÍLIO FAZZI, 260",C Faz Belém,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1522,SP,Votorantim,Votorantim 4,"RUA JÚLIO CASSOLA, 1200",A N Esplanada,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1523,SP,Carapicuíba,Carapicuíba 3,"ESTRADA DO COPIUVA, 1769",Vl Oportunidade,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1524,SP,Paulínia,Paulínia 2,"AVENIDA ANTONIO BAPTISTA PIVA, 27E45",Jd Flamboyant,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1525,SP,Embu Guaçu,Embu Guaçu 1,"BOA VISTA, 395",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1526,PE,Recife,RC Jardim S Paulo 1,"AVENIDA LIBERDADE, 428",Jardim São Paulo,Medicamentos,07:00h-23:00h,07:00h-22:00h,Drogaria,Pernambuco
1527,SP,Taubaté,Taubaté 16,"AVENIDA CARLOS PEDROSO DA SILVEIRA, 275",Piracangaguá,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1528,SP,Presidente Epitácio,Presid Epitácio 1,"AV PRESIDENTE VARGAS, 1509",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1529,SP,São Paulo,SP Tremembé 2,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 2442",Tucuruvi,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1530,SP,Mauá,Mauá,"AVENIDA DONA BENEDITA FRANCA DA VEIGA, 24",Vl Lisboa,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1531,SP,Diadema,Diadema 4,"AVENIDA SÃO JOSÉ, 34",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1532,SP,Mogi das Cruzes,Mogi das Cruzes 8,"RUA CARMELA DUTRA, 34",Jardim Esplanada,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1533,SP,Mogi das Cruzes,Mogi das Cruzes 9,"AVENIDA VOLUNTARIO FERNANDO PINHEIRO FRANCO, 463",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1534,SP,Osasco,Osasco 15,"RUA ANTONIO AGU, 970",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1535,SP,Osasco,Osasco 16,"RUA NARCISO STURLINI, 443",Centro,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1536,SP,Osasco,Osasco 17,"AVENIDA ANTÔNIO CARLOS COSTA, 120",B Vista,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1537,SP,Osasco,Posto SBT 1,"AVENIDA DAS COMUNICAÇÕES 04, 04",Ind Anhangüera,Medicamentos,07:00h-23:00h,07:00h-23:00h,Drogaria,São Paulo
1538,SP,Ribeirão Pires,Ribeirão Pires 3,"RUA JOÃO DOMINGUES DE OLIVEIRA, 170",Centro,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1539,SP,São Bernardo do Campo,S Bernardo 17,"AVENIDA KENNEDY, 334",Jd Mar,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
1540,SP,São Bernardo do Campo,S Bernardo 18,"RUA MARECHAL DEODORO, 1577",Centro,Medicamentos,07:00h-22:00h,07:00h-22:00h,Drogaria,São Paulo
1541,SP,São Bernardo do Campo,S Bernardo 19,"RUA DOUTOR FLAQUER, 787",Centro,Medicamentos,24h,07:00h-23:00h,Drogaria,São Paulo
